#OTU ID	0CR1	0CRR	0HR1	0L3	0SR1	12CL1	12CL2	12CL3	12CL4g	12CL4	12CO1	12CO3	12CR1	12CR2	12CR3	12CR4	12H01	12HL1	12HL2	12HL3g	12HL3-strich	12HR1	12HR2	12HR3	12S02	12SL1	12SL2	12SL3	12SO1	12SO3	12SR1	12SR2	12SR3	3CL1	3CL2	3CL3	3CR1	3CR2	3CR3	3HL1	3HL2	3HR1	3HR2	3SL1	3SL2	3SL3	3SR1	3SR2	3SR3	6CL1	6CL2	6CL3	6CR1	6CR2	6CR3	6HL1	6HL2	6HL3	6HR1	6HR2	6HR3	6SL1	6SL2	6SL3	6SR1	6SR2	6SR3	9CL1	9CL2	9CL3	9CR1	9CR2	9CR3	9HL1	9HL2	9HL3	9HR1	9HR2	9HR3	9SL1	9SL2	9SR1	9SR2	9SR3	Blank1a	Blank2a	C-day-1	C-day-2a	C-day-2b	C-day-2c	C-day-3	C-day-4	CF	KitBlank	MG001	MG002	MG003	MG004	MG004-redo	MG005	MG006	MG007	MG008	MG009	MG010	MG010-redo	MG011	MG012	MG013	MG014	MG015	MG016	MG017	MG018	MG019	MG020	MG021	MG022	MG023	MG024	MG025	MG026	MG027	MG028	MG029	MG030	MG031	MG032	MG033	MG034	MG035	MG036	MG037	MG038	MG039	MG040	MG041	MG042	MG043	MG044	MG045	MG046	MG047	MG048	MG049	MG050	MG051	MG052	MG053	MG054	MG055	MG056	MG056-redo	MG057	MG057-redo	MG058	MG059	MG060	MG061	MG062	MG063	MG064	MG065	MG066	MG067	MG068	MG069	MG070	MG071	MG072	MG073	MG074	MG075	MG076	MG077	MG078	MG079	MG080	MG081	MG082	MG083	MG084	MG085	MG086	MG087	MG088	MG089	MG090	MG091	MG092	MG093	MG094	MG095	MG095-redo	MG096	MG096-redo	MG097	MG097-redo	MG098	MG099	MG100	MG101	MG102	MG103	MG104	MG105	MG106	MG107	MG108	MG109	MG110	MG111	MG111-redo	Mock1-L	Mock1-R	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC11	NC12	NC13	OL1	ZymoMock319F-1	ZymoMock319F-2	ZymoMock319F-3	ZymoMock341F-1	ZymoMock341F-2	ZymoMock341F-3
ZOTU492	337	0	776	0	827	0	200	0	2	0	0	0	0	0	0	0	0	0	9	0	0	9	15	17	15	0	0	36	12	10	0	0	1	0	0	0	29	75	36	0	1	791	76	0	0	0	16	0	36	1	2	0	140	23	49	0	0	0	246	397	408	1	0	0	0	3	2	0	0	1	2	4	11	8	0	0	321	125	29	1	0	6	5	2	0	0	0	0	0	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ZOTU770	9567	0	9381	3	4925	1	0	0	0	0	42	305	2	1	0	1	75	0	1	0	0	5	1	1	7199	1	1	1	6632	7470	2	5	0	3	0	1	2985	565	2341	2	3	1048	80	2	0	1	33	18	57	2	0	0	74	64	111	0	0	0	143	115	100	3	0	0	5	3	1	0	4	0	8	6	7	3	0	0	6	3	1	1	0	12	5	5	0	0	0	1	0	0	2	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	2	6	1	3	6	0	3	6	5	1	0	0	4	4	4	0	0	0	0	0	1	1	2	6	0	0	0	1360	1545	191	155	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ZOTU1128	523	0	2945	0	171	0	0	1	0	0	269	230	1	0	0	0	861	0	0	0	0	0	0	0	546	24	0	0	475	708	0	0	0	0	0	0	134	54	118	0	0	524	42	0	0	0	5	0	26	0	0	0	16	6	7	0	0	0	40	30	26	0	261	9	0	2	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	1	5	0	0	0	4	0	0	0	0	0	2	1	0	0	0	14	6	2	0	0	0	3	2	0	9	3	3	4	6	2	17	19	11	1	2	2	2	1	4	0	0	0	0	0	0	13	1	3	0	2	0	208	166	115	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	69	51	96	0	33	0	113	0	300	0	0	1	1	393	9537	0	1	0	759	604	76	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ZOTU1265	4801	1	1	10	2135	25	279	108	3	21	2	23	0	0	3	0	0	269	17	49	97	1	0	1	2421	4	1	8	1449	1527	29	10	1	90	221	0	826	278	425	3	214	0	11	1	512	0	37	10	12	9	2	399	130	69	84	65	4	138	0	0	7	247	305	90	4	1	0	6	33	24	1	4	4	10	1	327	0	0	1	4	11	6	0	1	0	0	1	87	1261	97	275	348	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	14244	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	289	2106	29	3	12	141	73	1620	9	17	1	109	0	58	0	1	1	0	2	2
ZOTU361	2	0	3644	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	169	19	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	7	17	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU256	12030	1	16	2	3049	7	0	0	2	1	5	30	0	0	0	0	0	0	2	0	0	3	0	0	818	3	0	1	621	674	2	4	0	1	2	0	860	230	484	0	5	2	9	0	0	0	19	3	4	1	1	0	145	103	117	0	0	0	0	0	7	0	0	0	1	5	1	9	0	0	3	3	2	1	0	0	0	0	2	1	0	3	2	1	0	0	0	1	0	16	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	144	131	140	113	148	209	197	120	153	167	166	138	211	206	106	125	89	79	100	88	1	5	5	0	0	1	582	1069	1474	4	3	2	2	0	427	2485	0	0	0	0	0	0	0	0	77	0	1	582	480	579	1	0	0	859	720	642	1	1	3	683	836	555	900	921	686	578	531	621	627	771	984	625	525	469	2	1	2	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	117	6384	3137	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1501	1253	1211	1272	1067	1127
ZOTU62	434	1	4	1	79	4	0	61	2	74	2935	7956	2320	2332	2	2120	988	0	0	208	0	208	276	203	2736	195	2	0	2209	111	55	42	24	1	253	3	3784	1268	4136	337	2	90	10	2494	2	4	23	7	8	570	1	0	5158	1925	2152	1	25	1	44	55	45	3	0	0	59	15	9	86	96	400	2036	1419	1068	10	0	1	54	35	18	0	0	59	142	24	0	0	0	3	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	4	19	14	41	28	30	10	34	36	28	26	25	38	21	15	36	13	32	33	29	0	0	0	9	2	12	26	11	49	7	1	0	91	90	163	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	39	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	6	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ZOTU158	233	174	2033	1	144	0	0	0	0	0	140	61	0	0	0	2	382	0	0	0	0	11	4	4	123	1	0	0	102	118	9	4	1	0	1	0	123	34	92	0	421	1678	153	0	0	0	26	14	122	0	0	0	9	25	17	0	0	0	232	271	210	1	0	0	1	0	11	0	2	0	0	4	0	0	0	0	20	10	6	0	0	4	1	1	0	0	0	1	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	2	6	9	17	3	0	5	1	0	0	6469	4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	0	5745	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0
ZOTU1462	65	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	9	0	0	0	0	0	0	11	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZOTU111	852	13	5915	0	967	0	0	1	0	0	0	14	0	0	0	1	88	1	0	0	0	2	0	0	3359	0	0	1	659	275	0	12	0	2	0	0	82	19	55	0	1	1791	125	0	0	0	38	21	79	0	0	0	9	3	8	0	0	1	124	133	126	0	0	3	1	4	1	0	0	0	0	2	0	0	1	0	7	4	1	0	0	8	8	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	12	26	53	61	37	128	84	79	62	51	77	95	143	74	10	15	6	25	31	26	0	0	1	0	0	0	11	10	32	38	30	14	177	191	2957	3209	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
